Серия,Блеск при 60 град,Условная вязкость,ΔE,ΔL,Δa,Цветовое различие между партиями ΔЕ d/8,Δb,Время сушки,"Пиковая температура металла, °С",Толщина  для грунта,Адгезия,Стойкость к растворителям,Визуальный контроль поверхности,Внешний вид,Количество выкрасок с партии,Unnamed: 16,Степень перетира,Твердого вещества по объему,Грунт,Толщина пленки жидк.,Толщина для эмали/лака/чернил,Теоретический расход,Прочность при изгибе,Стойкость к обратному удару,Твердость по карандашу,Прочность растяжения по Эриксену,Блеск,Плотность,Массовая доля нелетучих веществ
,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение
п.40067 от 28.02.25 до 28.08.25,"42,60000","84,00000","0,28700","0,25300","0,04500",,"0,12700","33,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,59844","22,00000","43,74000",РРМ 310,"43,43850","19,00000","49,62486","1,5","10,00000",H,"7,00000",,"1,16000","61,20000"
п.40068 от 03.03.25 до 03.09.25,"42,90000","86,00000","0,30000","0,27000","0,07100",,"0,11000","32,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,62045","27,00000","41,92750",РРМ 310,"42,93125","18,00000","48,65399","1,5","10,00000",H,"7,00000",,"1,16000","59,95000"
п.40071 от 28.02.25 до 28.02.26,,,"0,47100","0,07100","0,39400",,"0,24700",,,,,,,,,,"16,00000",,,,,,,,,,,"1,14000",
п.40072 от 03.03.25 до 03.03.26,,,,,,,,,,,,,,,,,"50,00000",,,,,,,"40,00000",,,"28,30000","1,68000","86,55000"
п.40073 от 27.02.25 до 27.08.25,"3,90000","92,00000","0,09500","0,09000","0,01700",,"0,02400","30,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,24971",,"48,68636",РРМ 310,"39,02530","19,00000","41,36682",1,"10,00000",H,"7,00000",,"1,06000","57,40000"
п.40074 от 27.02.25 до 27.08.25,"40,00000","82,00000","0,25900","0,12900","0,16300","0,11400","0,15400","29,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,63074","27,00000","46,59875",РРМ 310,"38,62765","18,00000","45,79288",1,"16,00000",F,"7,00000",,"1,19000","64,10000"
п.40077 от 27.02.25 до 27.08.25,"37,20000","90,00000","0,12200","0,00400","0,08100",,"-0,09100","33,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,,"1,63919","16,00000","40,47750",РРМ 310,"45,45735","18,40000","51,16387","1,5","10,00000",F,"7,00000",,"1,16000","58,95000"
п.40078 от 28.02.25 до 28.08.25,,"94,50000","0,40200","0,03900","-0,30700","0,33000","0,25700","31,00000","232,00000",,,"100,00000",Без дефектов,,,"1,56750","15,00000","46,54545",,"27,97066","13,00000","33,51563","1,5","10,00000",F,,,"1,20000","60,80000"
п.40079 от 28.02.25 до 28.08.25,,"85,00000","0,52500","-0,18100","-0,29500","0,48400","-0,39400","25,00000","232,00000",,,"100,00000",Без дефектов,,,"1,53306","20,00000","49,00000",,"26,51020","12,99000","31,81224","1,5","10,00000",F,,,"1,20000","62,60000"
п.40080 от 28.02.25 до 28.08.25,"37,70000","89,00000","0,54200","0,44300","-0,13100",,"0,28300","33,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,83487","18,00000","44,43750",РРМ 310,"40,36214","18,00000","50,81166","1,5","10,00000",H,"7,00000",,"1,27000","65,00000"
п.40081 от 27.02.25 до 27.08.25,"38,38000","95,00000","0,25300","0,21400","-0,13100","0,34500","0,03800","30,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,87207","24,00000","46,21250",РРМ 310,"34,62267","16,00000","44,77296",1,"16,00000",F,"7,00000",,"1,30000","66,90000"
п.40082 от 27.02.25 до 27.08.25,"38,70000","97,00000","0,32500","0,18100","0,11900","0,08300","0,24200","29,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,78336","24,00000","49,36000",РРМ 310,"34,49675","17,00000","44,35580",1,"16,00000",F,"7,00000",,"1,28000","68,35000"
п.40084 от 28.02.25 до 28.08.25,"3,60000","81,00000","0,15800","-0,05400","0,14700",,"-0,02200","30,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,24516",,"52,03239",РРМ 310,"36,51572","19,00000","39,07182",1,"10,00000",H,"7,00000",,"1,07000","60,55000"
п.40085 от 28.02.25 до 28.08.25,"33,10000","87,00000","0,22100","-0,10900","0,13500",,"0,13800","33,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,42549",,,PPE 100,,"19,40000","46,40015","1,5","10,00000",H,"6,00000",,"1,14000","59,60000"
п.40086 от 04.03.25 до 04.09.25,"36,40000","88,00000","0,38300","0,33700","0,14100",,"-0,11500","31,00000","232,00000","6,15000","1,00000","110,00000",Без дефектов,,,"1,97712","27,00000","47,55500",РРМ 310,"41,87657","19,95000","57,04060","1,5","10,00000",F,"7,00000",,"1,36000","69,15000"
п.40087 от 28.02.25 до 28.08.25,"18,20000","70,00000",,,,,,"21,00000","224,00000","5,00000",,"15,00000",Без дефектов,Белый цвет жидкого продукта,,"1,55692","10,00000","39,88636",,"12,53561",,"14,41595",,,,,,"1,15000","54,00000"
п.40088 от 07.03.25 до 07.09.25,"37,20000","86,00000","0,49000","-0,11400","-0,43300",,"-0,20000","33,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,47882","24,00000","42,11250",Полиэфирный 1311Т34 ALBA,"42,81255","18,00000","45,97361","1,5","10,00000",F,"6,00000",,"1,10000","57,90000"
п.40090 от 27.02.25 до 27.08.25,,"66,00000",,,,,,"23,00000","224,00000","6,00000",,"15,00000",Без дефектов,,,"1,55300","11,00000","41,60455",,"14,42150",,"16,72894",,,,,,"1,16000","55,70000"
п.40091 от 28.02.25 до 28.08.25,"39,70000","94,00000","0,29600","0,16900","-0,24100",,"0,03500","33,00000","232,00000","5,27000",,"120,00000",Без дефектов,,,"1,55877","24,00000","49,39750",РРМ 310,"37,14763","18,35000","43,73601","1,5","10,00000",H,"7,00000",,"1,17000","65,40000"
п.40092 от 27.02.25 до 27.08.25,"4,80000","106,00000","0,16300","0,10400","0,04000",,"0,11900","30,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,26212",,"49,72216",Полиэфирный 1311Т34 ALBA,"38,54222","19,00000","40,88720","1,5","10,00000",F,"7,00000",,"1,07000","58,65000"
п.40093 от 27.02.25 до 27.08.25,"39,80000","100,00000","0,37900","-0,31400","-0,19200",,"-0,09000","30,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,,"1,64362","27,00000","43,72875",РРМ 310,"41,23239","18,00000","47,83361","1,5","10,00000",F,"7,00000",,"1,18000","61,85000"
п.40094 от 27.02.25 до 27.08.25,"4,00000","90,00000","0,18200","0,06700","-0,16100",,"0,05100","30,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,26830",,"48,93182",РРМ 310,"38,82954","19,00000","41,54761",1,"10,00000",H,"7,00000",,"1,07000","58,00000"
п.40095 от 28.02.25 до 28.08.25,"95,70000","78,00000",,,,,,"12,00000",,"7,00000",,"40,00000",Без дефектов,,"3,00000",,,,D'LAC WEF 3020,,"3,00000",,,,,,,"1,05000","48,10000"
п.40096 от 28.02.25 до 28.08.25,"30,00000","67,00000",,,,,,"30,00000","224,00000","6,00000",,"100,00000",Без дефектов,,,"1,47040","24,00000","42,34432",РРМ 310,"14,25601","6,00000","16,01159",3,"5,00000",H,,,"1,13000","55,10000"
п.40097 от 28.02.25 до 28.08.25,,"74,00000",,,,,,"12,00000",,,,"30,00000",Без дефектов,,,,,,,,"3,00000",,,,,,,"0,98000","33,70000"
п.40098 от 03.03.25 до 03.09.25,"83,74000","124,00000",,,,,,"12,00000",,,,"10,00000",Без дефектов,,,,,,,,"6,00000",,,,,,,"0,98000","38,40000"
п.40099 от 27.02.25 до 27.08.25,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,,
п.40100 от 03.03.25 до 03.09.25,"40,00000","83,00000","0,09600","0,01400","0,06900",,"0,06600","30,00000","232,00000","7,02000",,"100,00000",Без дефектов,,,"1,64737","26,00000","52,33750",РРМ 310,"34,41127","18,01000","42,99865","1,5","10,00000",H,"7,00000",,"1,23000","69,00000"
п.40101 от 28.02.25 до 28.08.25,"99,18000","68,00000",,,,,,"12,00000",,"8,00000",,"40,00000",Без дефектов,,,,,,D'LAC WEF 3020,,"3,00000",,,,,,,"1,02000","42,70000"
п.40102 от 05.03.25 до 05.09.25,"41,86000","103,00000","0,10100","0,07000","0,03100",,"0,06700","33,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,97103","25,00000","51,52375",РРМ 310,"34,93535","18,00000","49,20734","1,5","10,00000",H,"7,00000",,"1,39000","72,10000"
п.40103 от 04.03.25 до 04.09.25,"37,60000","103,00000","0,29800","0,04500","0,16200",,"-0,24500","33,00000","232,00000","5,00000","1,00000","110,00000",Без дефектов,,,"1,45770","26,00000","41,88938",РРМ 310,"42,90055","18,00000","45,75156","1,5","10,00000",F,"7,00000",,"1,09000","57,35000"
п.40104 от 27.02.25 до 27.08.25,"37,50000","111,00000","0,40800","0,19300","0,25500",,"-0,25300","38,00000","249,00000","25,00000","1,00000","100,00000",Без дефектов,,,"1,69481",,"51,54545",PPU 331,"48,50089","25,00000","63,05115",1,"30,00000",H,"7,00000",,"1,30000","67,20000"
п.40105 от 04.03.25 до 04.09.25,"39,50000","93,00000","0,06500","-0,05800","0,01500",,"-0,02700","30,00000","232,00000","6,32000",,"110,00000",Без дефектов,,,"1,45093","24,00000","37,60563",РРМ 310,"47,44333","18,00000","48,95346","1,5","10,00000",H,"6,00000",,"1,07000","53,35000"
п.40106 от 04.03.25 до 04.09.25,,"67,00000",,,,,,"12,00000",,,,"30,00000",Без дефектов,,,,,,,,"5,00000",,,,,,,"1,00000","33,15000"
п.40107 от 07.03.25 до 07.12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,88000",
п.40108 от 05.03.25 до 05.03.26,,,"0,09100","-0,00500","0,02600",,"-0,08700",,,,,,,,,,"55,00000",,,,,,,,,,,"1,65000",
п.40109 от 03.03.25 до 03.09.25,"35,40000","91,00000","0,20100","-0,19800","0,02400",,"-0,02400","29,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,51026","27,00000",,PPE 100,,"19,00000","44,90600","1,5","10,00000",H,"6,00000",,"1,20000","63,90000"
п.40110 от 27.02.25 до 27.02.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,55000",
п.40111 от 03.03.25 до 03.09.25,,"74,00000",,,,,,"30,00000","224,00000","5,00000",,"15,00000",Без дефектов,,,"1,55252","10,00000","40,14773",,"12,45400",,"14,32211",,,,,,"1,15000","54,20000"
п.40112 от 28.02.25 до 28.08.25,"7,00000","71,00000","1,97300","1,96500","-0,01300",,"0,18100","23,00000","232,00000","5,00000",,"110,00000",Без дефектов,,,"1,57985","31,00000","38,57955",PPE 100,"12,96023","5,00000","14,90427",4,"3,00000",H,,,"1,15000","53,00000"
п.40113 от 03.03.25 до 03.09.25,"3,90000","115,00000","0,20900","0,05200","0,13500",,"0,15000","29,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,37016",,"48,96364",Полиэфирный 1311Т34 ALBA,"40,84664","20,00000","45,74824","1,5","10,00000",F,"7,00000",,"1,12000","59,90000"
п.40114 от 03.03.25 до 03.09.25,"24,70000","63,00000",,,,,,"30,00000","224,00000","5,00000",,"15,00000",Без дефектов,Белый цвет жидкого продукта,,"1,54387","3,00000","40,67045",,"12,29394",,"14,13803",,,,,,"1,15000","54,60000"
п.40115 от 27.02.25 до 27.02.27,,,,,,,,,,,,,,Прозрачный,,,,,,,,,,,,,,,
п.40116 от 28.02.25 до 28.08.25,,"71,00000",,,,,,"12,00000",,,,"30,00000",Без дефектов,,,,,,,,"4,00000",,,,,,,"1,01000","34,15000"
п.40117 от 03.03.25 до 03.09.25,"1,60000","106,00000","0,26100","0,08100","-0,20800",,"0,13400","38,00000","249,00000","26,00000",,"110,00000",Без дефектов,,,"1,37858",,"48,13636",PPU 331,"49,85836","24,00000","55,84136","0,5","10,00000",H,"6,00000",,"1,12000","59,25000"
п.40118 от 03.03.25 до 03.09.25,"35,30000","64,00000","0,67600","-0,31400","-0,54800",,"0,24000","29,00000","232,00000","5,00000","1,00000","100,00000",Без дефектов,,,"1,58473","24,00000","35,47443",PPE 100,"22,51071","8,00000","25,48314",4,"3,00000",H,"4,00000",,"1,13000","49,75000"
п.40119 от 03.03.25 до 03.09.25,"39,70000","83,00000","0,31300","-0,06300","-0,28900","0,25500","0,10300","30,00000","232,00000","5,00000",,"110,00000",Без дефектов,,,"1,57079","24,00000","46,20500",РРМ 310,"34,62829","16,00000","39,95659","1,5","10,00000",H,"7,00000",,"1,16000","62,90000"
п.40120 от 03.03.25 до 03.09.25,"36,80000","93,00000","0,25300","-0,09500","0,18200",,"0,14800","33,00000","232,00000","6,00000",,"50,00000",Без дефектов,,,"1,48153",,,PPE 100,,"20,00000","49,84132","1,5","10,00000",H,"6,00000",,"1,16000","59,45000"
п.40121 от 03.03.25 до 03.09.25,"3,30000","104,00000","0,32100","-0,32100","-0,00300",,"0,00800","31,00000","232,00000","5,00000",,"110,00000",Без дефектов,,,"1,27381",,"50,78636",Полиэфирный 1311Т34 ALBA,"37,41162","19,00000","40,40455","1,5","10,00000",F,"7,00000",,"1,08000","59,90000"
п.40122 от 04.03.25 до 04.09.25,"4,30000","110,00000","0,43700","0,03700","0,42300",,"0,10100","32,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,39199",,"48,82898",Полиэфирный 1311Т34 ALBA,"40,95928","20,00000","46,28399","1,5","10,00000",F,"7,00000",,"1,13000","60,15000"
п.40123 от 27.02.25 до 27.08.25,,,,,,,,,,,,,,,,,"10,00000",,,,,,,,,,,,
п.40124 от 27.02.25 до 27.08.25,,,,,,,,,,,,,,,,,"8,00000",,,,,,,,,,,,
п.40125 от 05.03.25 до 05.09.25,"25,90000","87,00000",,,,,,"45,00000","245,00000","13,25000",,"110,00000",Без дефектов,,,"1,20538",,"46,10057",PPR 390,"28,19922","13,00000","29,04520",1,"4,00000",F,"4,00000",,"1,03000","53,95000"
п.40126 от 28.02.25 до 28.02.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,55000",
п.40127 от 03.03.25 до 03.09.25,"39,80000","95,00000","0,30600","0,23000","0,07300","0,25400","0,18800","30,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,87243","26,00000","44,85250",РРМ 310,"35,67248","16,00000","45,53010",1,"16,00000",F,"7,00000",,"1,29000","65,80000"
п.40128 от 17.03.25 до 17.09.25,"39,50000","97,00000","0,49300","0,43300","0,04400","0,15800","0,23000","30,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,89347","24,00000","44,91250",РРМ 310,"35,62483","16,00000","45,83292",1,"16,00000",F,"7,00000",,"1,30000","66,10000"
п.40129 от 04.03.25 до 04.09.25,"40,00000","97,00000","0,26200","-0,22000","0,14200","0,16700","-0,01700","30,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,63530","25,00000","48,02500",РРМ 310,"37,48048","18,00000","45,04265",1,"16,00000",F,"7,00000",,"1,20000","65,35000"
п.40130 от 04.03.25 до 04.03.27,"67,00000",,"0,57200","0,55800","0,11200",,"0,05700",,,,,,,,,,"20,00000",,,,,,,,,,,"1,49000",
п.40131 от 03.03.25 до 03.03.27,"67,90000",,"0,71800","0,22200","0,62300",,"0,27900",,,,,,,,,,"20,00000",,,,,,,,,,,"1,53000",
п.40132 от 03.03.25 до 03.09.25,"37,10000","94,00000","0,13600","0,06800","-0,01900",,"-0,11700","30,00000","232,00000","5,12000",,"100,00000",Без дефектов,,,"1,76513","25,00000","49,20000",РРМ 310,"37,31707","18,36000","47,65847","1,5","10,00000",H,"7,00000",,"1,27000","68,00000"
п.40133 от 04.03.25 до 04.09.25,"34,40000","65,00000",,,,,,"30,00000","224,00000","5,00000",,"100,00000",Без дефектов,,,"1,51674","24,00000","39,26250",РРМ 310,"15,28176","6,00000","17,26839",3,"5,00000",H,,,"1,13000","52,70000"
п.40134 от 04.03.25 до 04.09.25,"36,70000","75,00000","0,62100","0,03000","-0,52100",,"-0,33800","33,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"2,00051","25,00000","48,59500",Полиэфирный 1311Т34 ALBA,"37,04085","18,00000","51,29516","1,5","10,00000",F,"6,00000",,"1,38000","70,20000"
п.40135 от 07.03.25 до 07.09.25,"42,30000","106,50000","0,19400","0,15600","0,09800",,"0,05900","30,00000","232,00000","5,01000",,"120,00000",Без дефектов,,"2,00000","1,43383","22,00000","41,95000",РРМ 310,"42,30539","17,69000","44,49912","1,5","10,00000",H,"7,00000",,"1,08000","57,00000"
п.40137 от 05.03.25 до 05.09.25,"87,62000","117,00000",,,,,,"12,00000",,,,"10,00000",Без дефектов,,,,"7,00000",,,,"8,00000",,"1,5",,,,,"1,40000","62,40000"
п.40138 от 05.03.25 до 05.09.25,"40,40000","90,00000","0,22100","0,08500","-0,17900","0,09800","0,09700","30,00000","224,00000","6,38000",,"120,00000",Без дефектов,,,"1,61622","29,00000","44,13250",РРМ 310,"39,85725","17,59000","46,00224",1,"16,00000",F,"7,00000",,"1,17000","61,80000"
п.40139 от 04.03.25 до 04.09.25,"38,40000","97,00000","0,34000","0,32200","-0,04300","0,17300","0,09900","30,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,93050","23,00000","42,80000",РРМ 310,"39,71963","17,00000","50,64583",1,"16,00000",F,"7,00000",,"1,30000","64,80000"
п.40140 от 05.03.25 до 05.09.25,"42,00000","102,50000","0,11000","-0,04200","-0,09700",,"0,03300","33,00000","232,00000","5,96000",,"120,00000",Без дефектов,,,"1,59300","27,00000","48,08000",РРМ 310,"36,79285","17,69000","43,48792","1,5","10,00000",H,"7,00000",,"1,18000","64,80000"
п.40141 от 03.03.25 до 03.09.25,"37,36000","87,00000","0,19100","-0,18400","0,04900",,"0,00900","33,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,57071","25,00000","44,15077",РРМ 310,"40,76939","18,00000","46,24333","1,5","10,00000",H,"7,00000",,"1,14973","61,13924"
п.40142 от 04.03.25 до 04.09.25,"42,52000","108,00000","0,48400","-0,41400","-0,10100",,"-0,22900","37,00000","249,00000","26,00000",,"110,00000",Без дефектов,,,"1,50380",,"49,69545",PPU 331,"48,29416","24,00000","57,47004","1,5","10,00000",H,,,"1,19000","62,80000"
п.40143 от 03.03.25 до 03.09.25,"6,20000","66,00000","1,71000","1,68400","-0,17100",,"-0,24700","31,00000","232,00000","4,00000",,"110,00000",Без дефектов,,,"1,61469","26,00000","36,75000",PPE 100,"13,60544","5,00000","15,64626",4,"3,00000",H,,,"1,15000","51,60000"
п.40144 от 06.03.25 до 06.09.25,,"70,00000",,,,,,"28,00000","224,00000","6,00000",,"15,00000",Без дефектов,,,"1,45471","11,00000","43,50000",,"13,79310",,"15,58621",,,,,,"1,13000","56,00000"
п.40145 от 06.03.25 до 06.09.25,"39,40000","92,00000","0,30900","0,28200","0,08000","0,18200","0,09900","29,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,68239","27,00000","44,20000",РРМ 310,"38,46154","17,00000","45,54244",1.5,"16,00000",F,"7,00000",,"1,20000","62,80000"
п.40146 от 06.03.25 до 06.09.25,"39,62000","88,00000","0,31600","-0,29000","0,11500",,"-0,04900","30,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,50067","25,00000",,PPE 100,,"18,00000","39,26165","1,5","10,00000",H,"6,00000",,"1,23000","68,80000"
п.40147 от 07.03.25 до 07.09.25,"43,40000","98,00000","0,32300","0,27200","0,10100",,"-0,14200","30,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,57986","24,00000","47,35000",РРМ 310,"37,89773","18,00000","44,43348","1,5","10,00000",H,"7,00000",,"1,17000","64,00000"
п.40148 от 05.03.25 до 05.03.26,,,,,,,,,,,,,,,,,"60,00000",,,,,,,,,,,"1,35000",
п.40149 от 11.03.25 до 11.03.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,55000",
п.40150 от 04.03.25 до 04.03.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,02000",
п.40151 от 05.03.25 до 05.09.25,"36,30000","103,00000","0,14300","0,11100","0,08800",,"-0,01900","30,00000","232,00000","6,00000",,"110,00000",Сорность,,,"1,46990","23,00000",,PPE 100,,"12,00000","27,84350","1,5","10,00000",F,,,"1,18000","63,35000"
п.40152 от 05.03.25 до 05.09.25,"35,40000","92,00000","0,48000","-0,43100","0,11600",,"0,17900","33,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,43453",,,PPE 100,,"20,00000","48,62821","1,5","10,00000",H,"6,00000",,"1,14000","59,00000"
п.40153 от 05.03.25 до 05.09.25,"38,30000","92,00000","0,35500","0,00500","0,08600",,"-0,34400","33,00000","232,00000","5,40000",,"120,00000",Без дефектов,,,"1,64269","24,00000","43,80250",РРМ 310,"40,54563","17,76000","47,13113","1,5","10,00000",H,"7,00000",,"1,18000","61,90000"
п.40154 от 04.03.25 до 04.09.25,"38,70000","94,00000","0,20300","0,00600","0,09900",,"0,17700","32,00000","232,00000","5,60000",,"120,00000",Без дефектов,,,"1,71464","24,00000","45,10000",РРМ 310,"39,15743","17,66000","47,31342","1,5","10,00000",H,"7,00000",,"1,22000","64,00000"
п.40155 от 05.03.25 до 05.09.25,"373,00000","70,00000",,,,,,"12,00000",,,,"21,00000",Без дефектов,,,,,,,,,,,,,,,"1,02000","50,30000"
п.40156 от 06.03.25 до 06.09.25,"42,10000","96,00000","0,32300","0,29100","0,04900",,"0,13000","33,00000","232,00000","5,00000",,"120,00000",Без дефектов,,,"1,60167","26,00000","45,37563",РРМ 310,"41,87270","19,00000","48,57426","1,5","10,00000",H,"7,00000",,"1,17000","62,65000"
